Step,Train Loss,Validation Loss
181,1.4268288612365723,1.4327285289764404
182,1.4289170503616333,1.4272308349609375
183,1.428269624710083,1.4348770380020142
184,1.4453898668289185,1.437950849533081
185,1.444006323814392,1.4396802186965942
186,1.4471182823181152,1.4270613193511963
187,1.4336642026901245,1.4322178363800049
188,1.434879183769226,1.4292179346084595
189,1.4165387153625488,1.43442964553833
190,1.4385920763015747,1.433005690574646
191,1.4212100505828857,1.4343655109405518
192,1.4312466382980347,1.4241160154342651
193,1.429179072380066,1.435883641242981
194,1.4298641681671143,1.4323740005493164
195,1.438601016998291,1.4281562566757202
196,1.4291484355926514,1.423933744430542
197,1.4227153062820435,1.4291802644729614
198,1.4340176582336426,1.4297399520874023
199,1.4285017251968384,1.4315109252929688
200,1.4281113147735596,1.4289789199829102
201,1.4379764795303345,1.4324865341186523
202,1.4338737726211548,1.4249972105026245
203,1.4350662231445312,1.4375840425491333
204,1.4326788187026978,1.4313937425613403
205,1.4328097105026245,1.429082989692688
206,1.4229501485824585,1.4167283773422241
207,1.4167702198028564,1.4264334440231323
208,1.4192228317260742,1.4217983484268188
209,1.4256569147109985,1.4155404567718506
210,1.4261800050735474,1.4310903549194336
211,1.426024317741394,1.4342031478881836
212,1.4276171922683716,1.4294958114624023
213,1.4282464981079102,1.4335882663726807
214,1.415848731994629,1.430800199508667
215,1.4254965782165527,1.4125818014144897
216,1.4256126880645752,1.4243347644805908
217,1.4153952598571777,1.428072452545166
218,1.431276559829712,1.4207996129989624
219,1.4304476976394653,1.421566367149353
220,1.423215389251709,1.4250168800354004
221,1.4225573539733887,1.4229544401168823
222,1.4223328828811646,1.4232062101364136
223,1.4186729192733765,1.4216222763061523
224,1.4265304803848267,1.4272408485412598
225,1.418723464012146,1.415130615234375
226,1.4135406017303467,1.428147315979004
227,1.4192126989364624,1.4179986715316772
228,1.4231916666030884,1.4226301908493042
229,1.431990385055542,1.4192979335784912
230,1.416753888130188,1.415504813194275
231,1.4184365272521973,1.4191988706588745
232,1.4326962232589722,1.4354124069213867
233,1.420357346534729,1.4248580932617188
234,1.4128599166870117,1.415999412536621
235,1.414853572845459,1.4158602952957153
236,1.4188215732574463,1.413090705871582
237,1.4242804050445557,1.4060111045837402
238,1.4224978685379028,1.4025976657867432
239,1.4149441719055176,1.4184380769729614
240,1.414639949798584,1.4183257818222046
241,1.4114993810653687,1.4138087034225464
242,1.4167648553848267,1.4202096462249756
243,1.4230237007141113,1.4192991256713867
244,1.418035626411438,1.4078269004821777
245,1.418550968170166,1.4121618270874023
246,1.405920147895813,1.421301007270813
247,1.4023675918579102,1.4044559001922607
248,1.411757469177246,1.4260668754577637
249,1.4173141717910767,1.4109022617340088
250,1.4196923971176147,1.4146174192428589
251,1.4201767444610596,1.414271593093872
252,1.407565951347351,1.4115177392959595
253,1.4081653356552124,1.4128297567367554
254,1.4114341735839844,1.4213632345199585
255,1.4166970252990723,1.4098275899887085
256,1.4150762557983398,1.4113798141479492
257,1.4135667085647583,1.4111791849136353
258,1.4048895835876465,1.416658639907837
259,1.4110983610153198,1.4116530418395996
260,1.417515754699707,1.4085839986801147
261,1.4095737934112549,1.4053152799606323
262,1.4051812887191772,1.4019595384597778
263,1.4074225425720215,1.41636323928833
264,1.412165880203247,1.4160836935043335
265,1.4093658924102783,1.414101243019104
266,1.4169573783874512,1.4191288948059082
267,1.4098825454711914,1.4180991649627686
268,1.4124358892440796,1.4117999076843262
269,1.416100263595581,1.419703722000122
270,1.419325590133667,1.4056570529937744
271,1.4142826795578003,1.4090416431427002
272,1.411077618598938,1.4144799709320068
273,1.41441011428833,1.401548147201538
274,1.4018832445144653,1.395505666732788
275,1.409102201461792,1.3989988565444946
276,1.4119476079940796,1.403846263885498
277,1.4040725231170654,1.4056631326675415
278,1.4008419513702393,1.4102624654769897
279,1.4145044088363647,1.416274905204773
280,1.4076098203659058,1.410953402519226
281,1.405393123626709,1.4006478786468506
282,1.3954695463180542,1.4004205465316772
283,1.4126700162887573,1.4021812677383423
284,1.409644365310669,1.4014784097671509
285,1.3977972269058228,1.3900097608566284
286,1.4047188758850098,1.4094434976577759
287,1.402350664138794,1.4022059440612793
288,1.3979703187942505,1.3985776901245117
289,1.4137035608291626,1.3974589109420776
290,1.403135061264038,1.398518681526184
291,1.4042898416519165,1.3971431255340576
292,1.4070515632629395,1.3981395959854126
293,1.4028892517089844,1.4133785963058472
294,1.4095158576965332,1.3993122577667236
295,1.4088915586471558,1.4000476598739624
296,1.4066234827041626,1.4125381708145142
297,1.4044054746627808,1.395137906074524
298,1.407252550125122,1.4049780368804932
299,1.3971397876739502,1.3992904424667358
300,1.407619595527649,1.3957501649856567
301,1.4059714078903198,1.3995999097824097
302,1.3948676586151123,1.403379201889038
303,1.399253249168396,1.3951666355133057
304,1.3953475952148438,1.395046591758728
305,1.3934850692749023,1.395900011062622
306,1.4087460041046143,1.3984854221343994
307,1.403210163116455,1.3940527439117432
308,1.3894964456558228,1.3951911926269531
309,1.3960168361663818,1.4065624475479126
310,1.3984402418136597,1.3967230319976807
311,1.3976898193359375,1.3928736448287964
312,1.397691011428833,1.3956849575042725
313,1.3899970054626465,1.3995122909545898
314,1.3970260620117188,1.392173171043396
315,1.3925809860229492,1.397088646888733
316,1.3883389234542847,1.398352026939392
317,1.3982760906219482,1.3910012245178223
318,1.4038586616516113,1.4017144441604614
319,1.393640160560608,1.3902243375778198
320,1.3977117538452148,1.3940706253051758
321,1.398115873336792,1.3970109224319458
322,1.3918246030807495,1.393088936805725
323,1.3954793214797974,1.3953123092651367
324,1.400905966758728,1.3974354267120361
325,1.3946322202682495,1.383813500404358
326,1.3915839195251465,1.400267481803894
327,1.3941924571990967,1.3994734287261963
328,1.4001998901367188,1.3932968378067017
329,1.394545555114746,1.3954638242721558
330,1.3862273693084717,1.3878551721572876
331,1.3865832090377808,1.3902859687805176
332,1.3861398696899414,1.3901292085647583
333,1.3925455808639526,1.386002540588379
334,1.3997820615768433,1.3953744173049927
335,1.391883134841919,1.3883388042449951
336,1.3888647556304932,1.3918859958648682
337,1.396111011505127,1.3844834566116333
338,1.3937698602676392,1.3925039768218994
339,1.391994595527649,1.3883205652236938
340,1.3956619501113892,1.3956594467163086
341,1.3904305696487427,1.379530668258667
342,1.3948086500167847,1.390993595123291
343,1.393790602684021,1.3869885206222534
344,1.3946027755737305,1.3934717178344727
345,1.3892549276351929,1.395943284034729
346,1.3894996643066406,1.386723518371582
347,1.3822041749954224,1.384568214416504
348,1.3813093900680542,1.3938261270523071
349,1.3833192586898804,1.3858071565628052
350,1.3827530145645142,1.3898714780807495
351,1.384987235069275,1.3929877281188965
352,1.3854032754898071,1.3872346878051758
353,1.3967269659042358,1.3915510177612305
354,1.3891100883483887,1.3904398679733276
355,1.3831058740615845,1.380846381187439
356,1.3880126476287842,1.3812546730041504
357,1.3895553350448608,1.3852630853652954
358,1.390018343925476,1.3929791450500488
359,1.3965586423873901,1.3906280994415283
360,1.3936711549758911,1.3905129432678223
361,1.3806887865066528,1.3795467615127563
362,1.3911646604537964,1.3881187438964844
363,1.3816266059875488,1.3777676820755005
364,1.3928427696228027,1.3821115493774414
365,1.3856717348098755,1.3902254104614258
366,1.3880374431610107,1.3899776935577393
367,1.3836026191711426,1.3841192722320557
368,1.3863869905471802,1.3887646198272705
369,1.383305311203003,1.378999948501587
370,1.385460615158081,1.377638339996338
371,1.3807520866394043,1.3815627098083496
372,1.3856375217437744,1.381729006767273
373,1.3802181482315063,1.3852148056030273
374,1.3811962604522705,1.3777233362197876
375,1.3852964639663696,1.379737138748169
376,1.375859022140503,1.3786784410476685
377,1.3838818073272705,1.376599907875061
378,1.3835666179656982,1.3939563035964966
379,1.3785325288772583,1.3797345161437988
380,1.3819879293441772,1.3793107271194458
381,1.3804670572280884,1.3858544826507568
382,1.3769983053207397,1.3830009698867798
383,1.380542278289795,1.382249116897583
384,1.382013201713562,1.3830132484436035
385,1.3841814994812012,1.3862371444702148
386,1.3735274076461792,1.3828586339950562
387,1.3845281600952148,1.3806655406951904
388,1.3806878328323364,1.3813714981079102
389,1.378123164176941,1.3856985569000244
390,1.3844714164733887,1.383640170097351
391,1.3732774257659912,1.3789105415344238
392,1.3820478916168213,1.3733586072921753
393,1.3766467571258545,1.3724544048309326
394,1.3713290691375732,1.3780180215835571
395,1.3828942775726318,1.3773586750030518
396,1.3771477937698364,1.3844295740127563
397,1.3787344694137573,1.3808870315551758
398,1.3837764263153076,1.3756884336471558
399,1.3747525215148926,1.3796777725219727
400,1.3787237405776978,1.3795901536941528
401,1.3718010187149048,1.3848023414611816
402,1.3813995122909546,1.3754830360412598
403,1.3741850852966309,1.381636142730713
404,1.3812175989151,1.377264380455017
405,1.3848587274551392,1.374944806098938
406,1.3653466701507568,1.3762962818145752
407,1.3781063556671143,1.3748949766159058
408,1.3657490015029907,1.3701967000961304
409,1.3781602382659912,1.3864998817443848
410,1.369147539138794,1.3815100193023682
411,1.3810712099075317,1.3746685981750488
412,1.3679019212722778,1.377111792564392
413,1.3788435459136963,1.3708429336547852
414,1.369795560836792,1.3821864128112793
415,1.379388451576233,1.370991826057434
416,1.3822832107543945,1.3757617473602295
417,1.376576542854309,1.3736110925674438
418,1.372827410697937,1.3723301887512207
419,1.3769034147262573,1.3777031898498535
420,1.3790539503097534,1.37248957157135
421,1.3704290390014648,1.3713891506195068
422,1.377742052078247,1.376115083694458
423,1.3702149391174316,1.3748250007629395
424,1.372635006904602,1.3744995594024658
425,1.3697415590286255,1.3692388534545898
426,1.375577688217163,1.3671250343322754
427,1.371543288230896,1.3689461946487427
428,1.3701081275939941,1.3679693937301636
429,1.3798072338104248,1.3768805265426636
430,1.368314504623413,1.3669277429580688
431,1.3692638874053955,1.3737472295761108
432,1.3717360496520996,1.369694471359253
433,1.369899034500122,1.3750429153442383
434,1.3805667161941528,1.3756780624389648
435,1.3736042976379395,1.3694827556610107
436,1.3747069835662842,1.3765060901641846
437,1.3610641956329346,1.3710170984268188
438,1.3678512573242188,1.3671520948410034
439,1.3707596063613892,1.3747735023498535
440,1.3723273277282715,1.3743617534637451
441,1.3755923509597778,1.3655879497528076
442,1.37529718875885,1.3607958555221558
443,1.3713922500610352,1.3658263683319092
444,1.37906813621521,1.3670326471328735
445,1.3773494958877563,1.3760355710983276
446,1.3655532598495483,1.3628745079040527
447,1.3700473308563232,1.3619568347930908
448,1.378035068511963,1.357938528060913
449,1.359593152999878,1.3672926425933838
450,1.368479609489441,1.3760802745819092
451,1.362755298614502,1.3649753332138062
452,1.3661195039749146,1.367708683013916
453,1.3696578741073608,1.3603274822235107
454,1.359410285949707,1.366085171699524
455,1.3686546087265015,1.363295555114746
456,1.3662720918655396,1.3632643222808838
457,1.377382755279541,1.3730698823928833
458,1.3748657703399658,1.3733099699020386
459,1.3706064224243164,1.362982153892517
460,1.3712942600250244,1.370354175567627
461,1.3698272705078125,1.3654767274856567
462,1.374442458152771,1.3623058795928955
463,1.3628976345062256,1.3660268783569336
464,1.3615286350250244,1.3713557720184326
465,1.3670549392700195,1.364487886428833
466,1.365954875946045,1.3661876916885376
467,1.3703217506408691,1.3613367080688477
468,1.3734103441238403,1.356187343597412
469,1.3715671300888062,1.352756142616272
470,1.3641650676727295,1.358689546585083
471,1.3714081048965454,1.3643919229507446
472,1.3705836534500122,1.3650954961776733
473,1.3677295446395874,1.3678261041641235
474,1.3748260736465454,1.3700206279754639
475,1.3714779615402222,1.3687931299209595
476,1.3700145483016968,1.3732393980026245
477,1.3706488609313965,1.3609963655471802
478,1.3638083934783936,1.3535324335098267
479,1.3730205297470093,1.3608404397964478
480,1.3632681369781494,1.3648251295089722
481,1.3674349784851074,1.3616830110549927
482,1.3579320907592773,1.3584688901901245
483,1.366139531135559,1.3536741733551025
484,1.3705371618270874,1.3590006828308105
485,1.3645827770233154,1.3658615350723267
486,1.3715603351593018,1.360663652420044
487,1.3656418323516846,1.3503628969192505
488,1.361683964729309,1.3533828258514404
489,1.367395043373108,1.3702480792999268
490,1.3573745489120483,1.3657348155975342
491,1.3669809103012085,1.3571407794952393
492,1.3616355657577515,1.3608888387680054
493,1.3639498949050903,1.3666614294052124
494,1.3612943887710571,1.3642572164535522
495,1.3586384057998657,1.3591903448104858
496,1.3555285930633545,1.3583297729492188
497,1.362196922302246,1.3606795072555542
498,1.366385817527771,1.3549890518188477
499,1.3653686046600342,1.3564484119415283
500,1.360396146774292,1.357655644416809
501,1.362547755241394,1.3649392127990723
502,1.3670214414596558,1.3501086235046387
503,1.3666131496429443,1.3591506481170654
504,1.3573756217956543,1.3621232509613037
505,1.3664096593856812,1.3605273962020874
506,1.3574283123016357,1.3519610166549683
507,1.358286738395691,1.3604254722595215
508,1.3624459505081177,1.3611313104629517
509,1.365587592124939,1.3572349548339844
510,1.357304573059082,1.3714333772659302
511,1.3672399520874023,1.356139063835144
512,1.3636544942855835,1.356850266456604
513,1.3645362854003906,1.355055570602417
514,1.3559192419052124,1.3566689491271973
515,1.3562448024749756,1.362046241760254
516,1.3674601316452026,1.3595855236053467
517,1.3659456968307495,1.3551342487335205
518,1.3603615760803223,1.3636595010757446
519,1.3542609214782715,1.365177869796753
520,1.3617459535598755,1.355241060256958
521,1.3640167713165283,1.3613165616989136
522,1.3602583408355713,1.3575918674468994
523,1.3667718172073364,1.3581740856170654
524,1.3627140522003174,1.359480619430542
525,1.369065523147583,1.3599483966827393
526,1.362992525100708,1.3482680320739746
527,1.3587150573730469,1.359143853187561
528,1.3590272665023804,1.3587441444396973
529,1.3595598936080933,1.3641865253448486
530,1.3622729778289795,1.355668306350708
531,1.3564865589141846,1.354339599609375
532,1.3525880575180054,1.3599560260772705
533,1.3556808233261108,1.3600198030471802
534,1.3546215295791626,1.3574069738388062
535,1.3636517524719238,1.3510278463363647
536,1.3490149974822998,1.3488781452178955
537,1.3565024137496948,1.3509178161621094
538,1.3596991300582886,1.3517251014709473
539,1.3560965061187744,1.3549833297729492
540,1.3583862781524658,1.352009892463684
541,1.354710340499878,1.3595043420791626
542,1.358656644821167,1.3440967798233032
543,1.3569914102554321,1.3485937118530273
544,1.35284423828125,1.3467096090316772
545,1.3572800159454346,1.3601140975952148
546,1.3501958847045898,1.348710536956787
547,1.3530011177062988,1.360506296157837
548,1.3583717346191406,1.3576958179473877
549,1.359861135482788,1.3594787120819092
550,1.3642657995224,1.35198974609375
551,1.3553097248077393,1.347409725189209
552,1.3633091449737549,1.349955439567566
553,1.3512417078018188,1.343071699142456
554,1.3555192947387695,1.355515480041504
555,1.3607513904571533,1.3524343967437744
556,1.3599140644073486,1.3549697399139404
557,1.354835867881775,1.3605422973632812
558,1.355224609375,1.3544162511825562
559,1.349644422531128,1.3516544103622437
560,1.347048282623291,1.3484185934066772
561,1.3617974519729614,1.352954387664795
562,1.3563679456710815,1.3527634143829346
563,1.3658795356750488,1.3597511053085327
564,1.3578882217407227,1.3530677556991577
565,1.3520780801773071,1.3507647514343262
566,1.3557122945785522,1.3496758937835693
567,1.3534845113754272,1.3513684272766113
568,1.357572317123413,1.3525967597961426
569,1.3465744256973267,1.3563604354858398
570,1.3482403755187988,1.3445839881896973
571,1.3599069118499756,1.351298213005066
572,1.3627688884735107,1.3556492328643799
573,1.3543362617492676,1.3580965995788574
574,1.3628991842269897,1.3564153909683228
575,1.3582690954208374,1.351170301437378
576,1.353509783744812,1.3492056131362915
577,1.341860055923462,1.3509677648544312
578,1.3626748323440552,1.3453136682510376
579,1.346738338470459,1.349086046218872
580,1.352645993232727,1.3437907695770264
581,1.3656301498413086,1.3498404026031494
582,1.3526078462600708,1.3524969816207886
583,1.3449536561965942,1.3512542247772217
584,1.3516710996627808,1.3465420007705688
585,1.3484561443328857,1.3502800464630127
586,1.3551971912384033,1.3431423902511597
587,1.3525842428207397,1.358656883239746
588,1.3576961755752563,1.3557040691375732
589,1.3432989120483398,1.3522076606750488
590,1.3423004150390625,1.3512860536575317
591,1.3600854873657227,1.3498573303222656
592,1.3516513109207153,1.3572945594787598
593,1.3493798971176147,1.3454409837722778
594,1.354893445968628,1.3586229085922241
595,1.3513678312301636,1.3463103771209717
596,1.3546416759490967,1.3509536981582642
597,1.3555482625961304,1.3467559814453125
598,1.3502742052078247,1.346224308013916
599,1.351180076599121,1.3509094715118408
600,1.357641339302063,1.3451076745986938
601,1.3505498170852661,1.3492392301559448
602,1.356479525566101,1.3449690341949463
603,1.3457577228546143,1.3495198488235474
604,1.3496453762054443,1.3482059240341187
605,1.3474997282028198,1.3473265171051025
606,1.3446980714797974,1.342248558998108
607,1.3495250940322876,1.3499488830566406
608,1.3417181968688965,1.3523657321929932
609,1.352702021598816,1.3452075719833374
610,1.3473358154296875,1.3506231307983398
611,1.3549973964691162,1.3514114618301392
612,1.3517910242080688,1.348575472831726
613,1.3482650518417358,1.352450966835022
614,1.3466218709945679,1.3412634134292603
615,1.3522857427597046,1.3444751501083374
616,1.3490163087844849,1.351310133934021
617,1.3526806831359863,1.3515563011169434
618,1.3477702140808105,1.351163387298584
619,1.3418281078338623,1.3477133512496948
620,1.3497498035430908,1.3473525047302246
621,1.3524936437606812,1.3493739366531372
622,1.3491120338439941,1.3481332063674927
623,1.353249192237854,1.3444397449493408
624,1.3450316190719604,1.3513381481170654
625,1.348140835762024,1.3421016931533813
626,1.3545236587524414,1.3478642702102661
627,1.348860502243042,1.3444613218307495
628,1.346530556678772,1.3467342853546143
629,1.3505560159683228,1.337455153465271
630,1.3496185541152954,1.349658489227295
631,1.347389578819275,1.3438488245010376
632,1.3545925617218018,1.3455040454864502
633,1.3473397493362427,1.345064401626587
634,1.3434088230133057,1.345499873161316
635,1.343173861503601,1.3450710773468018
636,1.3410133123397827,1.34540593624115
637,1.3437026739120483,1.35347318649292
638,1.3486530780792236,1.3506367206573486
639,1.3407952785491943,1.3445018529891968
640,1.34580659866333,1.344670057296753
641,1.340956687927246,1.344606637954712
642,1.349638819694519,1.3399659395217896
643,1.3405299186706543,1.34845769405365
644,1.3398464918136597,1.3440667390823364
645,1.352089285850525,1.3470203876495361
646,1.3407586812973022,1.3435113430023193
647,1.3411831855773926,1.3424592018127441
648,1.3475353717803955,1.3371206521987915
649,1.3518584966659546,1.346348524093628
650,1.346631646156311,1.343064308166504
651,1.350032925605774,1.345212459564209
652,1.3455746173858643,1.3531384468078613
653,1.347689151763916,1.3385571241378784
654,1.3519281148910522,1.3384181261062622
655,1.342382550239563,1.3444619178771973
656,1.3429598808288574,1.3480050563812256
657,1.3366938829421997,1.3474289178848267
658,1.3446149826049805,1.339323878288269
659,1.34419584274292,1.346238136291504
660,1.3491735458374023,1.337087869644165
661,1.346832275390625,1.3438183069229126
662,1.3465042114257812,1.3471332788467407
663,1.3477542400360107,1.336357593536377
664,1.3464350700378418,1.3389133214950562
665,1.3330285549163818,1.3458528518676758
666,1.3402965068817139,1.338883399963379
667,1.3460601568222046,1.341458797454834
668,1.3458285331726074,1.3378013372421265
669,1.3465423583984375,1.3420947790145874
670,1.3437275886535645,1.3480967283248901
671,1.3428223133087158,1.3451244831085205
672,1.346989393234253,1.3413587808609009
673,1.3374671936035156,1.3407189846038818
674,1.3431613445281982,1.3406628370285034
675,1.3450441360473633,1.332675814628601
676,1.339094877243042,1.347782015800476
677,1.3459770679473877,1.3483749628067017
678,1.3498424291610718,1.3424792289733887
679,1.3478339910507202,1.3427734375
680,1.3455002307891846,1.3426114320755005
681,1.3428744077682495,1.3438159227371216
682,1.3433692455291748,1.3445228338241577
683,1.3416589498519897,1.3381086587905884
684,1.343787670135498,1.3419207334518433
685,1.3422166109085083,1.33612859249115
686,1.3411425352096558,1.3412786722183228
687,1.340431809425354,1.3343780040740967
688,1.3312562704086304,1.337424874305725
689,1.339869499206543,1.3389489650726318
690,1.3336056470870972,1.3368600606918335
691,1.3504565954208374,1.3375667333602905
692,1.3432623147964478,1.3375625610351562
693,1.3489370346069336,1.3387420177459717
694,1.3399112224578857,1.3395607471466064
695,1.3515679836273193,1.338606834411621
696,1.3444883823394775,1.3361735343933105
697,1.3402142524719238,1.3366384506225586
698,1.3420671224594116,1.3459875583648682
699,1.3402711153030396,1.3369340896606445
700,1.3400158882141113,1.3395867347717285
701,1.3355178833007812,1.337592601776123
702,1.3500866889953613,1.346624493598938
703,1.3440899848937988,1.3381553888320923
704,1.3480197191238403,1.3446065187454224
705,1.3377957344055176,1.339289903640747
706,1.3415822982788086,1.3392847776412964
707,1.343532681465149,1.3447375297546387
708,1.3453490734100342,1.3371473550796509
709,1.3413981199264526,1.342172384262085
710,1.3457293510437012,1.3373138904571533
711,1.3466181755065918,1.3427609205245972
712,1.3289518356323242,1.342360496520996
713,1.3360967636108398,1.341495156288147
714,1.3362454175949097,1.3372174501419067
